cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для бизнес проектов	7	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для продвижения бизнеса	7	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	skillbox нейросети для бизнеса	7	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для рекламы бизнеса	7	нейросети для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ии для решения бизнес задач	7	ии решения для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для разработки приложений	7	разработка нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	rag системы от теории к практике скачать	7	rag система	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	как сделать rag систему	7	rag система	wordstat_existing
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	автоматизация документооборота по пожарной безопасности на складе	7	автоматизация документооборота	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	урок цифры интеллект промпт инжиниринг	7	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	урок цифры искусственный интеллект промпт инжиниринг	7	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	обучение промпт инжинирингу бесплатно	7	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	лучшие нейросети для разработчика	7	разработчик нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	разработчик нейросетей профессия	7	разработчик нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	специалист по внедрению ии обучение	7	специалист по внедрению ии	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	топ нейросетей для работы с документами	7	нейросеть для документов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота цены	7	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	голосовые роботы для бизнеса	7	голосовой робот для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ии для классного руководителя	7	ии для руководителя	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	ии для планирования производства	7	ии для производства	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	ии для производства мебели	7	ии для производства	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	ано цифровая трансформация отзывы сотрудников	7	цифровой сотрудник	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	как настроить цифровое ассистента на gemini	7	цифровой ассистент	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	как отключить цифровой ассистент	7	цифровой ассистент	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	ии сотрудник в продажах	7	ии сотрудник	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	near_zero	нейросотрудник купить	7	нейросотрудник	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	лучшие локальные llm для программирования	7	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	near_zero	как обучать локальную llm	7	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	требования для локальной llm	7	локальная llm	wordstat_extra
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	rag для бизнеса	7	rag для бизнеса	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	предиктивное обслуживание это простыми словами	7	предиктивное обслуживание	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	искусственный интеллект для бизнеса среднего и мелкого	6	искусственный интеллект для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	топ нейросетей для автоматизации бизнеса	6	нейросети для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	обучение ии и нейросетям для бизнеса	6	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	чат gpt промты для бизнеса	6	gpt для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ии решения для бизнеса компании	6	ии решения для бизнеса	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	внедрение ии решения для бизнеса	6	ии решения для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	ии ассистент для бизнеса обучение	6	ии ассистент для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	как называется основной элемент мультиагентной системы	6	мультиагентные системы	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	rag система ai агент	6	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	дело система автоматизации документооборота	6	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	система автоматизации делопроизводства и документооборота дело	6	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	промпт инжиниринг для начинающих	6	промпт инжиниринг	wordstat_existing
INDUSTRY_OTHER	P2	separate_vertical_test	near_zero	промпт инжиниринг в образовании	6	промпт инжиниринг	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	придумать название для компании нейросеть	6	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	astra голосовой ии ассистент для пк	6	голосовой ии ассистент	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	астра голосовой ии ассистент	6	голосовой ии ассистент	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для генерации ворд документа	6	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	сделать фото для документов нейросеть	6	нейросеть для документов	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	ии агенты для производства	6	ии для производства	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	архитектор ии систем	6	архитектор ии систем	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	готовые ии агенты для разработки opencode	6	разработка ии агентов	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	что такое ии агенты подключение и разработка	6	разработка ии агентов	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai агенты	6	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ai mori just tonight	6	just ai	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	генеративный ии для бизнеса	6	генеративный ии для бизнеса	wordstat_extra
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	предиктивное обслуживание синоним	6	предиктивное обслуживание	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	near_zero	услуги внедрение ии в бизнес	5	внедрение ии в бизнес	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	книга внедрение ии в бизнес	5	внедрение ии в бизнес	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	автоматизация бизнеса с помощью ии курсы	5	автоматизация бизнеса с помощью ии	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	купить искусственный интеллект для бизнеса	5	искусственный интеллект для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	алиса нейросеть для бизнеса	5	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для бизнеса сервисы	5	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	gpt для бизнес плана	5	gpt для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	пример мультиагентной системы	5	мультиагентные системы	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	мультиагентная система имитирует	5	мультиагентные системы	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	разработка логотипа нейросеть бесплатно	5	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для генерации разработок	5	разработка нейросетей	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка нейросетей внедрение	5	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для разработки изображения	5	разработка нейросетей	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка нейросетей в россии	5	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для разработки программ	5	разработка нейросетей	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	архитектура rag системы	5	rag система	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	какие онлайн rag системы недавно появились	5	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	автоматизация документооборота и учета	5	автоматизация документооборота	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	курсы яндекс по ии промпт инжиниринг	5	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	промпт инжиниринг pdf	5	промпт инжиниринг	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	интегратор искусственного интеллекта	5	интегратор искусственного интеллекта	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	ии для легкой промышленности	5	ии для промышленности	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	использование искусственного интеллекта на производстве	5	искусственный интеллект на производстве	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для анализа текста документа	5	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для редактирования документа ворд	5	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для нормативных документов	5	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для документов эксель	5	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для работы с документами эксель	5	нейросеть для документов	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	яндекс нейросеть для документов	5	нейросеть для документов	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	ии агенты для бизнеса и ритейла конференция	5	ии агенты для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	какие чат боты для бизнеса	5	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота для сайта	5	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	сколько стоит разработка чат бота	5	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	диаграмма компонентов для разработки чат бота	5	разработка чат ботов	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка чат бота в телеграм стоимость	5	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	центр развития цифровой экосистемы сотрудники	5	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	интеллектуальные цифровые сотрудники	5	цифровой сотрудник	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai aimylogic	5	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai отзывы	5	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai бот	5	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai чат бот	5	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	just s c ai	5	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	just think ai	5	just ai	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	ai агенты для бизнеса курсы	5	ai агент для бизнеса	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	цифровой бизнес ассистент	5	цифровой ассистент	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	как сделать ии сотрудника	5	ии сотрудник	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	ии сотрудники год создания	5	ии сотрудник	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	сотрудники используют ии тайком	5	ии сотрудник	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	услуга по установке локальной llm	5	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	opencode как пользоваться с локальной llm	5	локальная llm	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	бюджетный ноут для локальных llm	5	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	near_zero	локальная llm и ее обучение	5	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	локальные llm и ssd как уживаются	5	локальная llm	wordstat_extra
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	ии для автоматического ведения протокола совещания	5	ии протокол совещания	wordstat_extra
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	протокол совещания по легализации денежных средств ии	5	ии протокол совещания	wordstat_extra
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	система предиктивного технического обслуживания оборудования	5	предиктивное обслуживание	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	near_zero	сколько стоит внедрение ии в компанию	4	внедрение ии в компанию	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	искусственный интеллект для создания бизнес плана	4	искусственный интеллект для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для создания бизнес плана	4	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть идеи для бизнеса	4	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для написания бизнес плана	4	нейросети для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	нейросеть для бизнес плана бесплатно	4	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	yandex gpt для бизнеса	4	gpt для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	создание мультиагентной системы	4	мультиагентные системы	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	сбер мультиагентные системы	4	мультиагентные системы	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	нейросеть разработка сценария	4	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети чья разработка	4	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	разработка логотипа с помощью нейросети	4	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть методическая разработка	4	разработка нейросетей	wordstat_existing
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	локальная rag система	4	rag система	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	какие преимущества дает автоматизация антикоррупционного документооборота	4	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	система автоматизации делопроизводства и электронного документооборота дело	4	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	возможности автоматизации документооборота	4	автоматизация документооборота	wordstat_existing
INDUSTRY_OTHER	P2	separate_vertical_test	near_zero	промпт инжиниринг от ит школы ростелеком	4	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	python разработчик нейросети	4	разработчик нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	deep seek нейросеть кто разработчик	4	разработчик нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	автоматизация проектирования с искусственным интеллектом	4	автоматизация с искусственным интеллектом	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	логотип для компании нейросеть онлайн бесплатно	4	нейросеть для компании	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	нейросеть для логотипа компании бесплатно	4	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	придумать логотип для компании нейросеть	4	нейросеть для компании	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	как внедрить искусственный интеллект в работу	4	внедрить искусственный интеллект	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для анализа юридических документов	4	анализ документов нейросетью	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	риски внедрения ии агентов	4	внедрение ии агентов	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка ai чат ботов	4	разработка чат ботов	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	чат боты разработка заказать	4	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка интеллектуального чат бота	4	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	техническое задание разработка чат бота	4	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота телеграмм	4	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота с ии	4	разработка чат ботов	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	ии для работы производство	4	ии для производства	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	примеры применения ии в бизнесе	4	применение ии в бизнесе	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	цифровые сервисы для сотрудников	4	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	цифровая гигиена сотрудников	4	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ai just 3	4	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	just models ai	4	just ai	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	внедрение ai агентов в бизнес процессы	4	ai внедрение в бизнес	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	какие llm можно развернуть локально	4	локальная llm	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	python локальная llm	4	локальная llm	wordstat_extra
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	предиктивное обслуживание человека	4	предиктивное обслуживание	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	лучшие нейросети для бизнес идей	3	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для генерации бизнес идей	3	нейросети для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	лучший чат gpt для бизнеса	3	gpt для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	чат gpt для бизнес плана	3	gpt для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ии видео под ключ	3	ии под ключ	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети российской разработки	3	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для разработки презентаций	3	разработка нейросетей	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	схема rag системы	3	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	классы систем автоматизации документооборота	3	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	основная цель промпт инжиниринга	3	промпт инжиниринг	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	промпт инжиниринг для genai	3	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	нейросеть курсы обучение для бизнеса	3	обучение нейросетям для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	алиса нейросеть разработчик	3	разработчик нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	нейросеть для разработчиков бесплатно	3	разработчик нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для описания компании	3	нейросеть для компании	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	near_zero	цифровые технологии на производстве искусственный интеллект	3	искусственный интеллект на производстве	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	ии агенты для малого бизнеса	3	ии агенты для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	лучшие ии агенты для бизнеса	3	ии агенты для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	чат боты для бизнеса и автоматизации	3	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	создание чат ботов для бизнеса	3	чат бот для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	чат боты для бизнеса примеры	3	чат бот для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	курсы по разработке чат ботов	3	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бот для мессенджера	3	разработка чат ботов	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	сколько стоит разработка ии агентов	3	разработка ии агентов	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	никита рогачев цифровые сотрудники	3	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	цифровые решения отзывы сотрудников	3	цифровой сотрудник	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	gigachat enterprise для бизнеса	3	gigachat для бизнеса	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai conversational platform	3	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	support just ai com	3	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai blog	3	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ассистент цифрового архива	3	цифровой ассистент	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	нейросотрудник для бизнеса	3	нейросотрудник	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	рейтинг локальных llm для программирования	3	локальная llm	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	локальные llm для генерации видео	3	локальная llm	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	локальные llm для hermes	3	локальная llm	wordstat_extra
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	private gpt	3	private gpt	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	создать искусственный интеллект для бизнеса	2	искусственный интеллект для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	чат gpt бесплатный для бизнеса	2	gpt для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	чат gpt для создания бизнеса	2	gpt для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	провайдеры ии решений для бизнеса	2	ии решения для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	как называется основной элемент мультиагентной системы ответ	2	мультиагентные системы	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	курсы по разработке нейросетей	2	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для разработки схем	2	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для веб разработки	2	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для разработки логотипа	2	разработка нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	разработка и машинное обучение нейросетей	2	разработка нейросетей	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	rag система python	2	rag система	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	готовая rag система	2	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	вшэ промпт инжиниринг	2	промпт инжиниринг	wordstat_existing
INDUSTRY_OTHER	P2	separate_vertical_test	near_zero	промпт инжиниринг в биомедицине	2	промпт инжиниринг	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	основные принципы промпт инжиниринга	2	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	промпт инжиниринг для llm книга	2	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	промпт инжиниринг для llm скачать	2	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	gptml справочник по промпт инжинирингу	2	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	разработчик нейросетей зарплаты	2	разработчик нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	придумать название для компании нейросеть бесплатно	2	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для создания логотипа компании	2	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети для бизнеса компании	2	нейросеть для компании	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка ии для промышленности	2	ии для промышленности	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	искусственный интеллект на производстве примеры	2	искусственный интеллект на производстве	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	ии агент для бизнеса leoagent ru	2	ии агенты для бизнеса	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	ии агенты для бизнеса купить	2	ии агенты для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат ботов для бизнеса	2	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	чат боты для бизнеса telegram	2	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат ботов заказы	2	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	платформы для разработки чат ботов	2	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	вкр разработка чат бота	2	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота в max	2	разработка чат ботов	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	дипломная работа разработка чат бота	2	разработка чат ботов	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	этапы разработки чат бота	2	разработка чат ботов	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	разработка чат ботов обучение с нуля	2	разработка чат ботов	wordstat_existing
